Review,Date,Rate,cleaned_text
"Sold car without trouble. Emiline helped a lot. 4 stars only because I'm not sure the payout I received was commensurate with market value, but CarBrain did streamline the selling process for me.",28 octobre 2021,5,sold car without trouble emiline helped lot 4 star sure payout received commensurate market value carbrain streamline selling process
"I sold my Chevy Spectrum to Carbrain and I am very pleased with how the transaction occurred. Everyone was extremely  courteous, I would definitely recommend  Carbrain.",28 octobre 2021,5,sold chevy spectrum carbrain pleased transaction occurred everyone extremely courteous would definitely recommend carbrain
"CarBrain is awesome! I had a 2011 Ford Focus that needed more work than it was worth. I just wanted it out of my driveway. So, I went to CarBrain.com and got a quote in 2 minutes. From the moment I pressed ""Sell Car"" to the time I had a check in my hand was about 72 hours. Super fast, super easy! The customer service was great too! Stephanie (CarBrain representative) courteously guided me through the entire process and answered all my questions in a timely manner. I would happily use CarBrain again and confidently recommend the service to anyone wanting to sell their vehicle.",27 octobre 2021,5,carbrain awesome 2011 ford focus needed work worth wanted driveway went carbrain com got quote 2 minute moment pressed sell car time check hand 72 hour super fast super easy customer service great stephanie carbrain representative courteously guided entire process answered question timely manner would happily use carbrain confidently recommend service anyone wanting sell vehicle
Excellent customer service! Staff was very friendly and professional the system was easy to use when getting an estimate for my car. I would recommend to anyone!!,27 octobre 2021,5,excellent customer service staff friendly professional system easy use getting estimate car would recommend anyone
"I would recommend Sophia @ CarBrain very highly. I found her to very helpful, professional and personable on the phone. I wouldn't hesitate to use this company again in the future.",27 octobre 2021,5,would recommend sophia carbrain highly found helpful professional personable phone hesitate use company future
"Never having sold a wrecked card this was totally a new experience.  After dealing with an absolutely ""no stress"", easy process from start to finish I was very impressed.",27 octobre 2021,5,never sold wrecked card totally new experience dealing absolutely stress easy process start finish impressed
CarBrain was great 😊and it was so quick and easy to use. With just a few clicks I had a quote and a pickup time set up and never had to leave my home . It was so easy and got paid top dollar for my old car I would decently recommend CarBrain if you want to sell your old vehicles,27 octobre 2021,5,carbrain great quick easy use click quote pickup time set never leave home easy got paid top dollar old car would decently recommend carbrain want sell old vehicle
The process was very easy and I would highly recommend to anyone else your services for selling their vehicle. Thank you again for all your help!,27 octobre 2021,5,process easy would highly recommend anyone else service selling vehicle thank help
I was so happy to find Carbrain when my car that I loved could no longer serve my purpose. Too expensive to repair but too good to scrap. Carbrain was a fair and easy way to find a parking place for all the good parts left on the bones.,27 octobre 2021,5,happy find carbrain car loved could longer serve purpose expensive repair good scrap carbrain fair easy way find parking place good part left bone
Best place to sell your car . Best customer service.,27 octobre 2021,5,best place sell car best customer service
The communication & info was understandable & fair,27 octobre 2021,5,communication info understandable fair
"Friendly, fast and great service.",27 octobre 2021,5,friendly fast great service
Fast kind and no games sell your car with them,27 octobre 2021,5,fast kind game sell car
"They were good about explaining how the process works, but could do better with pricing.",27 octobre 2021,5,good explaining process work could better pricing
Both the employee I spoke to on the phone and the two truck driver were excellent. I called the office number a couple of times to ask questions and was given polite info. The two truck driver was kind enough to take one of my car tags off that needed special tools and was very polite.,27 octobre 2021,4,employee spoke phone two truck driver excellent called office number couple time ask question given polite info two truck driver kind enough take one car tag needed special tool polite
Excellent service.fast.simpleAnd professional,26 octobre 2021,5,excellent service fast simpleand professional
They made the process easy and simple. Took away the stress of dealing with my totaled car.,25 octobre 2021,5,made process easy simple took away stress dealing totaled car
CarBrain is trustable. The process was fast and easy. Questions were answered clearly and timely.  All interactions were professionally friendly. I would use this service again and recommend it to others.,23 octobre 2021,5,carbrain trustable process fast easy question answered clearly timely interaction professionally friendly would use service recommend others
Good offer and terrific customer service I was very impressed. From the time that I inquired the car was gone in 3 days.,21 octobre 2021,5,good offer terrific customer service impressed time inquired car gone 3 day
"This experience was made easy by our representative Emeline Godin from CarBrain, she made the process very easy and was able to explain the process step by step to make the process quick.  Awesome company!",20 octobre 2021,5,experience made easy representative emeline godin carbrain made process easy able explain process step step make process quick awesome company
Wish I had heard of CarBrain years ago. Seamless transaction,04 octobre 2021,5,wish heard carbrain year ago seamless transaction
"They are not professional, the guy picking up the car wasn't in the place at the time agreed upon, after I was waiting for him more than half an hour he came with an attitude and handed me the check without the bill of sale this is why I'm still paying tax on my car a year after o have sold it. Whenever I call carbrain they say the will email it, but they never did.",29 septembre 2021,1,professional guy picking car place time agreed upon waiting half hour came attitude handed check without bill sale still paying tax car year sold whenever call carbrain say email never
Super easy to sell my old car. Got a decent price and they even hauled it away. I didn't have to do anything but sign over the deed and they paid me when they picked up the car.,21 septembre 2021,5,super easy sell old car got decent price even hauled away anything sign deed paid picked car
Quick and easy.  Got more than I thought. Highly recommend for selling fast.,17 septembre 2021,5,quick easy got thought highly recommend selling fast
Couldn’t have been easier. Fast customer service and responsive to questions. Actual transaction was with a local auction house which went well too.,16 septembre 2021,5,easier fast customer service responsive question actual transaction local auction house went well
"Its like the joke about a hooker. They lie tell you whatever, you tell the truth and you end up with the clap!! Thats how I rate these people.Its started with a wrong phone call with Diober Associate BuyerCall:	1.877.877.7911Text:	786.460.2004He promised me everything would be fine. And HE LIED!!Called a real junk yeard and they came to me the next day cash in hand. No lies, no bull",15 septembre 2021,1,like joke hooker lie tell whatever tell truth end clap thats rate people started wrong phone call diober associate buyercall 1 877 877 7911text 786 460 2004he promised everything would fine lied called real junk yeard came next day cash hand lie bull
"Our car blew its engine in the middle of nowhere. We towed to nearest town, still 200 miles from our home. We called Carbrain and they said they could come get it and pay us a reasonable amount.  We were nervous about trusting if this was real, but everything went perfectly, without any problems.  We arranged to meet where the car was at a certain day and time. We brought the title and they brought a check and took the car.  Simple and easy...would definitely recommend this company",11 septembre 2021,5,car blew engine middle nowhere towed nearest town still 200 mile home called carbrain said could come get pay u reasonable amount nervous trusting real everything went perfectly without problem arranged meet car certain day time brought title brought check took car simple easy would definitely recommend company
The process was very easy and communication was great! The driver that picked up the vehicle was on time and very helpful and made it a fast transition  Overall I was very pleased from beginning to end!,10 septembre 2021,5,process easy communication great driver picked vehicle time helpful made fast transition overall pleased beginning end
Started 12th July. Completed September 10. Due to getting a new title taking 2 months and a pcs move the customer service was top notch. Stayed in contatct through the entire process. I wish i could have gotten more $$$$ for my car but under the circumstances i was pleased.Thank you for your patience and continuous communication.- J. Collins,10 septembre 2021,5,started 12th july completed september 10 due getting new title taking 2 month pc move customer service top notch stayed contatct entire process wish could gotten car circumstance pleased thank patience continuous communication collins
"Great to work with, very smooth. The tow truck pick up was delayed though just had to adjust my schedule a bit.",10 septembre 2021,5,great work smooth tow truck pick delayed though adjust schedule bit
"Made everything very easy. Very responsive when I had a question. Would recommend, especially for a car that was really too far gone for a normal used car sale.",10 septembre 2021,5,made everything easy responsive question would recommend especially car really far gone normal used car sale
"Great experience. I sold my car in less than 24 hours, very smooth , friendly and got my check.I strongly recommend.",10 septembre 2021,5,great experience sold car le 24 hour smooth friendly got check strongly recommend
Was great working with them . Very easy will use them again . Have told my friends.,10 septembre 2021,5,great working easy use told friend
I literally exchange a few texts and within minutes I had a quote to buy my non-driving car.  CarBrain’s offer was 5x what the dealership offered in trade-in value when I purchased a new car.  Their quote was well above what their competitors offered.,10 septembre 2021,5,literally exchange text within minute quote buy non driving car carbrain offer 5x dealership offered trade value purchased new car quote well competitor offered
"Great service. Smooth transactions and worry free, glad to have business with them.",10 septembre 2021,5,great service smooth transaction worry free glad business
"Car Brain was quick , and just came and got it. A little more about the auction instead of the minimum payment would have been nice. I supposed no one was interested in that model and year.Thanks",09 septembre 2021,5,car brain quick came got little auction instead minimum payment would nice supposed one interested model year thanks
Fast easy transaction!,09 septembre 2021,4,fast easy transaction
It was very easy to navigate my way through the whole process of selling my old car.  Would recommend to others.,09 septembre 2021,5,easy navigate way whole process selling old car would recommend others
It took me a while to get all of my title documents together. Car brain was very patient with me. And always there to help I would recommend them to anyone.,09 septembre 2021,5,took get title document together car brain patient always help would recommend anyone
They did a great job in taking care of all the necessary paperwork and the picking up of vehicle.,09 septembre 2021,5,great job taking care necessary paperwork picking vehicle
"Needed to give up a truck I loved because of a sub frame. My 2004 Baja Subaru ran great with only 100,000 miles on it til the rear sub frame rusted thru. Contacted Car Brain very professional and communication was great while I worked thru the process.Everything done thru txt messages and emails.Quick and easy with fair price given",09 septembre 2021,5,needed give truck loved sub frame 2004 baja subaru ran great 100 000 mile til rear sub frame rusted thru contacted car brain professional communication great worked thru process everything done thru txt message email quick easy fair price given
I was disappointed in your service. You initially quoted me a price range for my car. But then you actually offered less than the minimum price in your range. No explanation. So I got less than I thought,09 septembre 2021,5,disappointed service initially quoted price range car actually offered le minimum price range explanation got le thought
Transaction was very easy. Representative call and text me the instruction and pick up was schedule for next. Day. Great and I have referred my friends.,09 septembre 2021,5,transaction easy representative call text instruction pick schedule next day great referred friend
"CarBrain to the Rescue!I was hit on the freeway and the guy who hit me ran away on foot and I did not know what to do with my car which could no longer function safely. And upon Google search, I found CarBrain. Thank goodness I did. I was able to sell them the car at a very reasonable price, and they made everything clear from beginning to end, being very responsive, and helpful.",09 septembre 2021,1,carbrain rescue hit freeway guy hit ran away foot know car could longer function safely upon google search found carbrain thank goodness able sell car reasonable price made everything clear beginning end responsive helpful
Selling my car to CarBrain was simple and fast! Our car was beyond any repair we were willing to put into it and we dreaded the effort of a private sale. I highly recommend CarBrain!,09 septembre 2021,5,selling car carbrain simple fast car beyond repair willing put dreaded effort private sale highly recommend carbrain
Overall it was a very easy and quick process.  Thanks Carbrain.,09 septembre 2021,5,overall easy quick process thanks carbrain
"Quick and easy, no major hitches.  Will use car brain aain when the opportunity arises",09 septembre 2021,5,quick easy major hitch use car brain aain opportunity arises
Using Carbrain to sell our car was a pretty easy process.,09 septembre 2021,5,using carbrain sell car pretty easy process
Super simple process. Very easy. Great price for my car relative to other similar services.,09 septembre 2021,5,super simple process easy great price car relative similar service
They made things super easy and painless!,09 septembre 2021,4,made thing super easy painless
Easy fast quick,09 septembre 2021,5,easy fast quick
"I had a 2007 Acura TL with almost 205,000 miles; the body was straight, paint was in good shape and it had just a scratch on the rear side.  Mechanically, the car was drivable but had some issues.Although I was hesitant to use CarBrain I felt it didn't hurt to see what they had to offer, especially after reading their testimonials, which showed vehicles in far worse shape than mine was in and the former owners receiving, supposedly, $850 to $1200 and more, not to mention, I assumed that Acuras were more highly valued.After it was all said and done, I agreed to their offer of $255.  Yep, $255.  To be honest, I no longer had any use for the car and couldn't wait to remove it from my driveway and delete it from my insurance policy.I can only attribute their lowball offer to my car's relatively high mileage, but I only have myself to blame, for falling for CarBrain's slick advertising and selective testimonials (assuming the testimonials are real and not fake).To their credit, I will say that the communication between us was excellent, and they let me know of the status of my transaction all the way.There is certainly a value for such a company as CarBrain, and I would not rule out using them again.  My anticipation vs. actual outcome in my first transaction was not what I expected.  Sure, no one forced me to sell my car to CarBrain, and certainly I over-expected, but it was a bit disappointing.",09 septembre 2021,5,2007 acura tl almost 205 000 mile body straight paint good shape scratch rear side mechanically car drivable issue although hesitant use carbrain felt hurt see offer especially reading testimonial showed vehicle far worse shape mine former owner receiving supposedly 850 1200 mention assumed acuras highly valued said done agreed offer 255 yep 255 honest longer use car wait remove driveway delete insurance policy attribute lowball offer car relatively high mileage blame falling carbrain slick advertising selective testimonial assuming testimonial real fake credit say communication u excellent let know status transaction way certainly value company carbrain would rule using anticipation v actual outcome first transaction expected sure one forced sell car carbrain certainly expected bit disappointing
Carbrain made selling my truck very quick and easy. Prompt assistance and updates. Would recommend to anyone trying to sell a car quickly.,08 septembre 2021,5,carbrain made selling truck quick easy prompt assistance update would recommend anyone trying sell car quickly
Called yesterday got offer on 2 vehicles tow driver to call in 5 minutes No call waited thru day No call Received call this morning Tow driver to call 1 hr Hours later I called again Still No call Call back Contact with driver will pick up cars but won't pay offer Live too far Gave address before offer Won't pick up for offer price Called Complained Sent to Manager will hear from by end of day Nobody has contacted me Very Unproffessional I have 2 more good running vehicles but won't call here again Wasted 2 days of my time Not Happy about this at all Won't refer people I know,08 septembre 2021,5,called yesterday got offer 2 vehicle tow driver call 5 minute call waited thru day call received call morning tow driver call 1 hr hour later called still call call back contact driver pick car pay offer live far gave address offer pick offer price called complained sent manager hear end day nobody contacted unproffessional 2 good running vehicle call wasted 2 day time happy refer people know
"After our engine blew in our car and the repairs were too costly, CarBrain was the answer to our prayers.  If we would have tried to sell our car ourselves we would have been lucky to get $100. Instead, we got much more, it was a super quick transaction, and we received the money 3 days later when they picked up the car!  I'd recommend them to EVERYONE!!!",03 septembre 2021,5,engine blew car repair costly carbrain answer prayer would tried sell car would lucky get 100 instead got much super quick transaction received money 3 day later picked car recommend everyone
We had a very good experience with carbrain and would recommend them to others . Our car was an electric dead paper weight and they arraigned for towing and payment as stated . Five stars to them .,03 septembre 2021,5,good experience carbrain would recommend others car electric dead paper weight arraigned towing payment stated five star
"Awesome experience! My car died and I wasn’t sure what to do with it. Found about CarBrain and gave it a try. They just needed minimal information and couple of photos and we agreed on a price. Easy as that! My wife thought that it sounded to easy and it must be a scam. I got my check in hand, cashed it no problems 😁! Highly recommended, hassle free organization 👌!",03 septembre 2021,5,awesome experience car died sure found carbrain gave try needed minimal information couple photo agreed price easy wife thought sounded easy must scam got check hand cashed problem highly recommended hassle free organization
"Couple months agoI had an accident and only had liability insurance.Upset to just take a loss on my carAs luck would have it, I found CarBrainNever heard of them, but I had a really good experience with them.I would highly recommend themThe process was quick and simple",03 septembre 2021,5,couple month agoi accident liability insurance upset take loss caras luck would found carbrainnever heard really good experience would highly recommend themthe process quick simple
"CarBrain gave me a great solution after my BMW engine blew.  They were prompt in responding, fair in price, and the company which collected my car was on time and the paperwork was easy.  I'd highly recommend this service.",03 septembre 2021,5,carbrain gave great solution bmw engine blew prompt responding fair price company collected car time paperwork easy highly recommend service
A seamless professional experience. Should I ever be in the unfortunate situation as I was this time I wouldn’t hesitate to use Car Brain.,03 septembre 2021,5,seamless professional experience ever unfortunate situation time hesitate use car brain
Everything was fine. We would use them again.,03 septembre 2021,5,everything fine would use
"Pleasantly surprised how efficient this went, every step of the way. The staff was very professional and followed through in a timely manner.  I felt their offer was very fair and above local offers for my car. Even though they are based in FL, they dealt with a company near our town to complete the pick up.  I highly recommend CarBrain.",03 septembre 2021,5,pleasantly surprised efficient went every step way staff professional followed timely manner felt offer fair local offer car even though based fl dealt company near town complete pick highly recommend carbrain
The entire process went very smooth.  The only complaint I would have is that I didn't actually get a bill of sale.  The only documentation I received was the check itself.  But everything during the actual evaluation and sale went flawlessly.,03 septembre 2021,5,entire process went smooth complaint would actually get bill sale documentation received check everything actual evaluation sale went flawlessly
"It was a very easy process, and the customer service was attentive, and Johan was extremely helpful and he communicate with me and checked  if everything went ok for picking up my car. I really appreciated how professional Johan and helpful he was, and he made it easy for me a stressful situation. I can’t say enough how satisfied I was with the transaction.",03 septembre 2021,5,easy process customer service attentive johan extremely helpful communicate checked everything went ok picking car really appreciated professional johan helpful made easy stressful situation say enough satisfied transaction
"Good offer, fast quote, excellent communication. Our car was picked up quickly by a very friendly local towing company within a day or two of accepting the CarBrain offer. Everything went without a hitch.",03 septembre 2021,5,good offer fast quote excellent communication car picked quickly friendly local towing company within day two accepting carbrain offer everything went without hitch
My experience with car brain was excellent. It took a couple of emails and my car was picked up on schedule and I was handed my check on the spot.,02 septembre 2021,5,experience car brain excellent took couple email car picked schedule handed check spot
The people that were to pick up the car the 1st time didn’t show up after talking to them. They said they were so many minutes away. I called them and no one would answer. The people that schedule put down the wrong date. Was supposed to be a Friday and was scheduled for a Monday. Wrecker people call on Saturday saying they were coming that day. Luckily we were home.,02 septembre 2021,3,people pick car 1st time show talking said many minute away called one would answer people schedule put wrong date supposed friday scheduled monday wrecker people call saturday saying coming day luckily home
"Very smooth process, easily handled would recommend to others if you are just looking to get rid of your vehicle without a lot of hassle.",02 septembre 2021,5,smooth process easily handled would recommend others looking get rid vehicle without lot hassle
"Greatest experience I ever had was working with customer service Department in car brain company, I would suggest all my friends I'm going to sell a car you must get in touch with call Brain Company iJoy the experiences",02 septembre 2021,4,greatest experience ever working customer service department car brain company would suggest friend going sell car must get touch call brain company ijoy experience
Carbrain was easy to work with and gave us a quote and told us what we needed to transfer car without issue.It was very easy and they gave us a good offer for our car that was becoming a money pit with repairs…,02 septembre 2021,5,carbrain easy work gave u quote told u needed transfer car without issue easy gave u good offer car becoming money pit repair
"Super easy! I made 3x the amount on here compared to other offers I’d received. Very easy to work with. Very friendly and helpful call center. They come to your house and take the car, doesn’t get easier!",01 septembre 2021,5,super easy made 3x amount compared offer received easy work friendly helpful call center come house take car get easier
My experience selling with vehicle with car rain was great had no problems wonderful personal to deal with ! Will recommend to my friends.👍,01 septembre 2021,5,experience selling vehicle car rain great problem wonderful personal deal recommend friend
Well everything went well until the day that was scheduled for the vehicle to be picked up. I took the day off from work and had a pick up scheduled between 12:00 and 4:00 and at 3:50 I had not heard anything so I called the company that was supposed to be picking up the car they said the driver was running a little late. So I waited until 5:20 still heard nothing so I called back I was told that they will be picking it up the next day between 10:00 and 2:00 and I told them that I could not take off from work again and that the earliest I could be there was 4:00 and when I got there at 3:50 the car was gone!!! And I still had the title and they had my check. So I called them and they said that yes they picked up the car and I asked about the check and they said that they will try and get the driver to meet me to give me the check and I can give them the title. And eventually it was worked out but I was pretty disappointed that it got so difficult at the end.,01 septembre 2021,5,well everything went well day scheduled vehicle picked took day work pick scheduled 12 00 4 00 3 50 heard anything called company supposed picking car said driver running little late waited 5 20 still heard nothing called back told picking next day 10 00 2 00 told could take work earliest could 4 00 got 3 50 car gone still title check called said yes picked car asked check said try get driver meet give check give title eventually worked pretty disappointed got difficult end
This company was great. Worked with me on my price. Then it was such a easy process,01 septembre 2021,4,company great worked price easy process
They were quick to get back to me after I put in my info.  The offer was great for my Jeep  It was more than I expected.   The whole process was very professional.,01 septembre 2021,5,quick get back put info offer great jeep expected whole process professional
"You guys were great. Thanks for your prompt service. The driver even came the day before he was supposed to, which saved me time. I would recommend you guys to anyone that asks. Thanks for doing exactly what you said you would.",01 septembre 2021,5,guy great thanks prompt service driver even came day supposed saved time would recommend guy anyone asks thanks exactly said would
Fantastic service.  Thought it may have been a scam but turned out to be an excellent business.  Bill was great through the whole process,01 septembre 2021,5,fantastic service thought may scam turned excellent business bill great whole process
I love Car Brain. The process was fast and easy.,01 septembre 2021,4,love car brain process fast easy
The overall process was super easy.  I was totally skeptical at first but it was a legit process.   The problem came with the vendor actually picking up the car.  It took 2 weeks and me calling 25 times.  They may need a different tow company if they want a better process.  Once it got resolved it was fine.   So much easier that selling to an individual.,01 septembre 2021,5,overall process super easy totally skeptical first legit process problem came vendor actually picking car took 2 week calling 25 time may need different tow company want better process got resolved fine much easier selling individual
"So thankful to Carbrain they really helped out, very courtious, and patient, the pickup was easy and getting the check was the best part.No issuesl would recommend any who needs to sell there vehicle with no hasseles to use CarbrainThank you for making my life simple.👍👍👍🙏🙏🙏🥳🥳🥳",01 septembre 2021,5,thankful carbrain really helped courtious patient pickup easy getting check best part issuesl would recommend need sell vehicle hasseles use carbrainthank making life simple
Could've got more but I felt severely low balled,01 septembre 2021,4,could got felt severely low balled
Very prompt and proffesional. Work with my schedule.,01 septembre 2021,5,prompt proffesional work schedule
It was a very easy process and frankly they gave us the best offer.,01 septembre 2021,3,easy process frankly gave u best offer
Great service from the start of the process until the time they pick up the vehicle.,01 septembre 2021,5,great service start process time pick vehicle
"Seamless process. Heard from CarBrain right away, and the 3rd party company coming to get the car came the next day with the check. They were among the highest offers for the car.",01 septembre 2021,5,seamless process heard carbrain right away 3rd party company coming get car came next day check among highest offer car
"It was pretty easy. My car had broken down enough to where I didn’t want to put any more money into fixing it. They bought it with messed up parts and all. They asked for pictures (of the car, my ID, and title), and for the title to be signed to them when they came. The emails and phone calls where all timely and polite and they also got a tow truck out to my house in two days which was a free service. Although they told me it would be cash upon pickup, it was a check and there were “miscellaneous fees” when I cashed it at my bank. I was quoted $750 and walked away with about $726 after cashing it. All in all, they bought my broken car, I got a good quote, the process was pretty easy, the responses were polite, and the pickup was quick and timely. I would recommend!",27 août 2021,5,pretty easy car broken enough want put money fixing bought messed part asked picture car id title title signed came email phone call timely polite also got tow truck house two day free service although told would cash upon pickup check miscellaneous fee cashed bank quoted 750 walked away 726 cashing bought broken car got good quote process pretty easy response polite pickup quick timely would recommend
Excellent experience with Carbrain.  Typed in all of my info and they made an offer right away.  I balked at the initial offer and they found a better price for me by the next day.  Once I accepted the offer they contacted me for some info from my title.  Customer service was very friendly and helpful.  I recommended their service to my father and they were able to help him out as well.  I am very satisfied with how well everything went.,26 août 2021,5,excellent experience carbrain typed info made offer right away balked initial offer found better price next day accepted offer contacted info title customer service friendly helpful recommended service father able help well satisfied well everything went
It was really easy and efficient and hassle free I really like the service,26 août 2021,5,really easy efficient hassle free really like service
All I had to do was sign my name on the dotted line and I got my check. Easy and convenient 😁,26 août 2021,5,sign name dotted line got check easy convenient
My car broke down and we had to sell it and car brain got us the maximum amount of money they could. We wouldn’t have been able to get that much money on our own. Thanks carbrain.,25 août 2021,5,car broke sell car brain got u maximum amount money could able get much money thanks carbrain
I would recommend Carbrain if you need to sell your car. They replied to my email request quickly with an offer. We set up a day to pickup my car and they even came sooner than I expected. The driver gave me my check right away.  I had a very positive experience.,25 août 2021,5,would recommend carbrain need sell car replied email request quickly offer set day pickup car even came sooner expected driver gave check right away positive experience
"CarBrain was super easy to use. I used the website to sell my car received a call from them the same day. My car was picked up within 2 days check in hand. Would recommend to anyone looking to sell a car. Thanks carBrain, couldn't have been any easier!",25 août 2021,5,carbrain super easy use used website sell car received call day car picked within 2 day check hand would recommend anyone looking sell car thanks carbrain easier
Awesome service!  Fast offer and pick up.  Would definitely use again.,25 août 2021,5,awesome service fast offer pick would definitely use
CarBrain was fast and easy when I had a question they were very nice and helpful.,25 août 2021,5,carbrain fast easy question nice helpful
Was impressed with speed and completion of take over.,25 août 2021,5,impressed speed completion take
"Selling my car to CarBrain was super easy. All I had to do was upload the car information (miles, license plate, vin number etc.) provide info on the car’s condition, upload pictures and done! All I had to do afterwards was accept the offer and the company came to tow the car and paid me on the spot. I recommend CarBrain 100%!",25 août 2021,5,selling car carbrain super easy upload car information mile license plate vin number etc provide info car condition upload picture done afterwards accept offer company came tow car paid spot recommend carbrain 100
It was a very easy and straight-forward process.  The buyer was nice and worked with me to get a little better price.  The tow truck driver was super nice.  I am very happy and would use them again.,25 août 2021,5,easy straight forward process buyer nice worked get little better price tow truck driver super nice happy would use
"i was told after sending all required info that i would receive $1,200 originally for my 2006 Mercedes Benz, the veteran sent pics of car and miles and car brain stated that the miles had been rolled back..!!! THAT WAS NOT TRUE!!! AND THEN REDUCED MY AMOUNT TO $650.. CARBRAIN KNEW MY MERCEDES WAS WORTH THE $1,200 BUT THEY TOOK ADVANTAGE OF A DISABLED VETERAN.  I WOULD NOT RECOMMEND CARBRAIN TO ANYONE... I REQUEST CARBRAIN OWNER TO TAKE ANOTHER LOOK AT WHAT WAS GIVEN VS WHAT THEY RECIEVED AND CONTACT THE VETERANS AND MAKE THIS RIGHT.  CUSTOMER SEVICE REP THAT VETERAN DEALT WITH WAS VERY RUDE AND DISMISSIVE AND REDUCE OFFER JUST BECAUSE SHE WANTED TOO.  TERRIBLE BUSINESS ETHIC.. 662 715 9638... I WAS SHORTED $550.  IT IS WRONG TO TAKE ADVANTAGE OF THE DISABLED.",25 août 2021,5,told sending required info would receive 1 200 originally 2006 mercedes benz veteran sent pic car mile car brain stated mile rolled back true reduced amount 650 carbrain knew mercedes worth 1 200 took advantage disabled veteran would recommend carbrain anyone request carbrain owner take another look given v recieved contact veteran make right customer sevice rep veteran dealt rude dismissive reduce offer wanted terrible business ethic 662 715 9638 shorted 550 wrong take advantage disabled
The whole process was easy and fast. I received more for my car than other companies offered and the man that picked up my car was so nice and helpful. I highly recommend carbrain.,25 août 2021,5,whole process easy fast received car company offered man picked car nice helpful highly recommend carbrain
"I had a good experienceAll went wellThey did what they said , picked up my carProfessional , gave me the check and I had no issues . Trust them",25 août 2021,2,good experienceall went wellthey said picked carprofessional gave check issue trust
It was quick and easy. The staff was professional and I have already recommended to others.,25 août 2021,5,quick easy staff professional already recommended others
Car brain responded quickly to my email and offered me a good price for my car. They came out within a few days and picked up the car and gave me a check.,25 août 2021,5,car brain responded quickly email offered good price car came within day picked car gave check
My car had broken down and it was deemed no longer worth repairing. I searched online to sell it and stumbled onto CARBRAIN.comI received a text message from Bill right away.  It was so easy to receive an offer on my car. I was surprised that it was $400 more than another company had offered!They were patient with me while I requested a new pink slip from DMV. They arranged for the tow to pick up my car and gave me a check on the spot.Great experience!,22 août 2021,5,car broken deemed longer worth repairing searched online sell stumbled onto carbrain comi received text message bill right away easy receive offer car surprised 400 another company offered patient requested new pink slip dmv arranged tow pick car gave check spot great experience
Very friendly service and appreciated being able to communicate and follow up via text. Pick up was fast and easy as well!,21 août 2021,5,friendly service appreciated able communicate follow via text pick fast easy well
"Easiest, quickest car sale.",21 août 2021,5,easiest quickest car sale
My experience with Carbrain was exceptional. The value paid for my car far exceeded my expectations and they made the process quick and easy,19 août 2021,5,experience carbrain exceptional value paid car far exceeded expectation made process quick easy
5/5  made the whole car selling experience seem less and easy. The staff were very courteous and helpful in providing timely and valuable inputs. Would certainly  recommend to a friend!,19 août 2021,5,5 5 made whole car selling experience seem le easy staff courteous helpful providing timely valuable input would certainly recommend friend
I am extremely happy I found carbrain I worked with Bill and he was pleasant and always followed up with me on a timely manner.  The entire thing was easy and straightforward.  I highly recommend this company/website.,19 août 2021,5,extremely happy found carbrain worked bill pleasant always followed timely manner entire thing easy straightforward highly recommend company website
"CarBrain found a buyer for my car, picked it up and had a check in my hand quickly (next day). Thanks CarBrain will deal with you again if the need comes up.",19 août 2021,5,carbrain found buyer car picked check hand quickly next day thanks carbrain deal need come
"My car had a blown motor. Everyone told me it was now worthless. I contacted CarBrain, filled out the form, accepted the offer, set up a time for pick up, and 3 days later I received a check and had the vehicle towed away. I received 8 times what the junkyard offered.I would recommend to anyone thinking they have a worthless vehicle. I couldn’t be happier with CarBrain, very professional.",18 août 2021,5,car blown motor everyone told worthless contacted carbrain filled form accepted offer set time pick 3 day later received check vehicle towed away received 8 time junkyard offered would recommend anyone thinking worthless vehicle happier carbrain professional
Awesome team and easy transition to sell my car.,18 août 2021,5,awesome team easy transition sell car
Working with CarBrain was great! All I did was snap a few photos and bam! My offer came in. I just faxed over the title and the next day they picked up the car and wrote me a check. I wish all businesses ran so smoothly:),18 août 2021,5,working carbrain great snap photo bam offer came faxed title next day picked car wrote check wish business ran smoothly
Easy process and tow truck driver was polite and efficient.,18 août 2021,5,easy process tow truck driver polite efficient
"Everyone at CarBrain, was extra nice and very helpful.  Their offer was more than fair, and the transaction was smooth and fast.   I would use them again. I have already told others. Thanks for your help.",18 août 2021,5,everyone carbrain extra nice helpful offer fair transaction smooth fast would use already told others thanks help
Easiest process ever. Happy with the price we received and how little we had to do.,18 août 2021,5,easiest process ever happy price received little
The process was exactly as described. Very good communication. Would definitely do business with them again.,18 août 2021,5,process exactly described good communication would definitely business
"The process of selling to Car Brain was great!!!  The website asked questions about  the vehicle and a quote was immediately given.  My only issue is the company they used in my area to come and get the car.  Car Brain's site said that they'd collect the vehicle within 3 days - that's not what happened.  The earliest that the company they used could get the car was a week later, then they didn't make the appointment.  I had to call and reschedule and then they were 6 hours late for that.  Once they were there though everything went well.  The tow driver took the title and gave me a check then took the car away.  Again, Car Brain is great, iid have given a 5 star rating if it wasn't for the tow company in my area that they contract with.",18 août 2021,4,process selling car brain great website asked question vehicle quote immediately given issue company used area come get car car brain site said collect vehicle within 3 day happened earliest company used could get car week later make appointment call reschedule 6 hour late though everything went well tow driver took title gave check took car away car brain great iid given 5 star rating tow company area contract
