Review,Date,Rate
"Quick and painless, and great communication! I would definitely use them again!",04 janvier 2024,5
Super easy and smooth process.  The pick-up team knew exactly what they were doing.,04 janvier 2024,5
"Good communication, good service. This was my first time selling a car everyone made my experience fast and easy. The tow company they partnered with was great as well. Thank you Christian",03 janvier 2024,5
It was convenient. Thanks,03 janvier 2024,5
"The transaction was very easy. I wish I could have gotten more for my vehicle but I needed it gone asap. Also, thank you for the good customer service.",02 janvier 2024,4
"Good communication, good service, fair offer. Quick and easy. Thanks to John Santiago for his assistance.",23 décembre 2023,5
"Communication was easy, I was able to speak to a live agent every time I called. Pickup of vehicle was organized very efficiently and payment was immediate.",20 décembre 2023,4
Best quote out there easy transaction went really smoothly very thorough and making sure the transaction goes smoothly.,28 décembre 2023,5
It was quick. They showed up on time.,31 décembre 2023,5
"It all worked perfectly from beginning to end.  No hassles, they paid exactly what they said they would and the tow truck came when they said it would.",21 décembre 2023,5
This company did everything well. That kept their word and was on time to pick up my check. I would definitely do business with them again. Thank you for making it a easy process.,31 décembre 2023,5
"When I  talked with one of the men to finalize the deal, I had to change location by about 6 miles to where it had been towed following the accident. He told me the amount of money had to be changed from $350 to $290. I told him no thanks. He called back a little later and said it could still be the $350. It just felt kind of shady to me.",30 décembre 2023,3
Easy process,22 décembre 2023,5
Highest price. Quick pick up and payment,22 décembre 2023,5
Fast evaluation. Prompt pickup. Good prices. Friendly service,29 décembre 2023,5
so so easy to do business with and everyone so helpful,29 décembre 2023,5
"Vary fair price,above all others.There surface was great every thing they said they would do,they did.",29 décembre 2023,5
"Fast and prompt on the answers. Thought the price was a little low , but I accepted. The car was pick up the next day. Very professional. I dealt with Jesus Mendez with CarBrain.",28 décembre 2023,4
The experience was fast and easy. Loved the customer service and the driver they were curtious friendly and answered all my questions.,13 décembre 2023,5
very helpful,29 décembre 2023,5
It is easy and fast in the whole process. I am satisfied even though I was skeptical about it at the beginning. I would recommend Carbrain. One star less as I hope that there is a more explanation or example of the 2 type of selling method in the website.,21 décembre 2023,5
Timely. Honest easy,28 décembre 2023,4
En todo momento han estado haciendo seguimiento de mi caso hasta encontrar la mejor opción.Gracias!!,27 décembre 2023,5
Great customer service. Great communication,27 décembre 2023,5
"No hassle fair deal , easy steps to follow like 1 2 3 .",18 décembre 2023,5
Very easy and fast to use payed on the spot no hassle,26 décembre 2023,5
Very onsiteful and helpful. They walked me through each step and delivered. Thanks.,15 décembre 2023,5
It was a fairly seamless process from beginning to end.The representative who helped me was extremely responsive.Highly recommended!,25 décembre 2023,5
Great experience. Loreny was very professional and very helpful in facilitating the process of selling my car with a great understanding of the customer’s needs.,22 décembre 2023,5
I sold my old car to carBrain and I am happy,15 décembre 2023,5
"Fast, simple, fair.Manually entering the VIN really speeds up the process for submission. After that, you just wait a day or so to receive the offer by e-mail.They do basically everything for you at a comparable payout rate to handling the same process, with more steps, yourself.",23 décembre 2023,5
"I got the exact amount I wanted, it was a super easy process and quick too!I talked to Carbrain, and one day later they came and got my car!Nobody could match their offer!",22 décembre 2023,5
"Absolutely wonderfulFast , efficient and overall easy professional transition.",22 décembre 2023,5
Great experience.  Made it easy with complete clear instructions.  Picked up car the same day.,21 décembre 2023,5
Excellent service I recommend it immediate attention totally satisfied very professional great blessings for this work team,22 décembre 2023,5
"they were fast with the offer, very professional. had the car picked up and paid for the same day so easy its stressful enough to sell a car they made it worry free and easy..",21 décembre 2023,4
It was an extremely pleasant and seamless experience! Please feel free to share my thanks to Erica Zuleta and Danny for promptly and professionally addressing my transaction including following up with me at its conclusion. I couldn’t be happier and will certainly recommend your service to any of my family or friends who need it!,21 décembre 2023,5
Carbrain made it very easy and simple to sell my car quickly at a fair price.  Eddison took my information and quoted a price in less than 20 minutes.  He then scheduled a pickup for the next business day and made sure that everything went smoothly.,13 décembre 2023,4
"Fast communication, simple process and quick payment. I would use these guys again.",20 décembre 2023,5
Quick and easy. Great job,20 décembre 2023,5
No check on pick-up.  Inter company communication issue?,20 décembre 2023,3
They made an offer higher than the competitionand stuck to it. Scheduled the pickup and arrivedon time.,20 décembre 2023,4
"The people I dealt with were friendly, helpful, professional, and very prompt. It was a total stress free experience!",19 décembre 2023,5
The driver wasdownto Earth and just agoox dude,19 décembre 2023,5
I had a good experience selling my old car it was fast good deal good customer service thank you for making it easy for me,18 décembre 2023,5
On time.Very courteous and friendly.Well prepared and timely in having paperwork and everything needed for transaction.Pick up was quick and professionally handled very well.Could not have asked for a better 1st time selling experience.Thank you guys! 😊,18 décembre 2023,5
It was easy as can be the service provided by SA Recycling was friendly and efficient.,15 décembre 2023,5
"Very easy to deal with, straightforward payment and very quick response.",18 décembre 2023,5
Very fast and easy process. Happy with the results.,17 décembre 2023,5
Everyone I talked to was so helpful and gave me step-by-step instructions and reminders for what’s next! I really appreciated everyone’s friendliness and help!,18 décembre 2023,5
"I had a very good experience selling my old Buick with car brain.  They assigned me a contact person who I was able to contact by email, text or phone.  My contact was always prompt in giving me information through out the entire process.Once I decided to sell my car to them the pick up and payment happened very quickly. I would definitely recommend them",04 décembre 2023,3
They were proactive in completing the transaction and sent the tow company ahead of schedule after checking with me for availability. I would have given 5 stars however I think they need better communication with the notary and increased knowledge of the title requirements for transfer of vehicles in the state of PA.,08 décembre 2023,5
"Eddison was absolutely wonderful! The partnering metal scrap company was not easy to work with, unnecessary haggling and was tardy to pick up my vehicle. CarBrain is awesome, just watch out for the towing guys….",15 décembre 2023,5
"Selling my car to CarBrain proved so easy, way better than Carvana. Quick is the first word I would use.",14 décembre 2023,5
Very simple timely process. The whole team was friendly and expedited the sale and pickup. Would highly recommend using CarBrain.,05 décembre 2023,4
Had a high-end SUV Yukon Denali with a bad transmission should have waited longer very expensive Parts on this truck,14 décembre 2023,4
The experience of selling the car was smooth.,14 décembre 2023,4
They made sure I had the best options available,06 décembre 2023,5
"What a great experience! As a first time seller, not only did I feel protected and cared for by Edvin Florian from CarBrain was amazing to work with. He handled my stress and concerns with a calm and kind energy. He was an absolute angel and even rescheduled for me when I got confused. The tow company they partnered with as well was on point and very communicative. I felt super safe, thank you Freddy Garcia from CalixTowing and everyone at carbrain!",14 décembre 2023,5
"After speaking to Eddison and giving him the information about my cars, he gave me a quoted price and was spot on! Thank you for making the process so easy.",13 décembre 2023,5
"Friendly, professional and timely follow up made this a very easy and positive experience.",14 décembre 2023,5
Orlin was very helpful and flexible.  The process was very easy.,13 décembre 2023,5
It was so easy sold my car Sat.with car brain and they picked it up on Monday and handed me check it also was the highest offer,13 décembre 2023,5
It was very easy. They came to pick up the car the next day. Word to the wise.... accept offer asap because we waited and the offer went down,13 décembre 2023,5
The Service was Excellant they gave a fair Price for my car The whole process went fast I highly recommend Carbrain for the sell of your damaged or inoperable car Thanks for the Great Service!,14 décembre 2023,5
Quick and easy process. Very friendly people,13 décembre 2023,5
Communication and direction given by the staff,13 décembre 2023,5
"Wow 5 star service, got me a better offer over KBB rather quickly. Definitely great customer support, they were readily available if I had Any questions, and maintaining an open line of communication. Pick up was a breeze , again thanks to excellent customer support. Definitely recommend if you want a hassle free car selling experience.",12 décembre 2023,5
Very easy to work with. It was a pleasant experience.,12 décembre 2023,5
"Really easy to work with, the entire process was a great experience. Would recommend to anyone.",12 décembre 2023,5
"The best car seller, correct in sales, the best choice of cars.",12 décembre 2023,5
The process was quick and simple. The company stayed in communication throughout the process keeping a stressful situation of dealing with a wrecked vehicle as painless as possible.,11 décembre 2023,5
Easy process.  Efficient.  Excellent customer service.,11 décembre 2023,5
The simplicity of listing my car and adjusting the price I wish to sell it for was a huge boon! So easy to use. Communication throughout the entire transaction. Quick and speedy service without any hassle.,10 décembre 2023,5
I was very happy with my experience. I  dealt with Marilyn who was extremely helpful and kept in contact to make sure I understood every step of the process.,21 novembre 2023,5
Easy yo get the offer. Then some trouble to valid my title,09 décembre 2023,5
The online part was great but there should be better communication with the 3rd party buyers.,08 décembre 2023,5
Excellent service fast easy and professional,09 décembre 2023,4
"CarBrain endorses third party tow companies to re-negotiate their guaranteed quote at the time of pick-up.I was completely honest with the condition of my one owner truck.Driver arrived and immediately offered me only $50.Related CarBrain offer was $395, he shook his head and laughed. Then through his translation app, gave me a long list of reasons why he was not paying CarBrains quoted price.I refused, he called the CarBrain office, twice in the 2 hours he was here and said a $100 offer was firm.After 2 hours of going around and around with the driver I began to feel intimidated by him.Believing that CarBrain had change the offer I accepted, reluctantly. He refused to give me a receipt nor sign the Title.Contacted CarBrain and they said he did not call them and he must have been speaking with the towing company, washing their hand of any commitment or promise.I insisted that I wanted my truck back...but of course it had been stripped for parts.CarBrain offered me a $50 gift card, which I refused as they would not honor their $395 promise.CarBrain endorses the third party towing companies to low-ball their customers and refuse to make it right.Cheated me out of  $295 GUARANTEED  quote.Do not do business with CarBrain, they hire third parties to knowingly cheat you with their permission.",08 décembre 2023,4
Great and effective. I was at a loss for my situation and Carbrain helped me.,08 décembre 2023,5
The seller was very professional and worked with us the whole entire time as we got ready to sell our car and continue even though we had to take care of other things they continue to reach out to us and help us to be able to sell the car,22 novembre 2023,1
It was quick and they gave information about what not to leave in the car. Very helpful I didn't think about how harmful it could be if I left wrong information inthe car.,22 novembre 2023,5
Sold the car really fast and easy. Had a towing truck the next day.,07 décembre 2023,5
I love how this magazine highlights what my culture and my people are up to. Great quality pics and layout!,07 décembre 2023,5
"You guys were easy to talk to. Flexible.Very understanding. I had some problem being available because of my work schedule. But You made it EZ, and We were able to get it done…Thank You Family…✌🏾",30 novembre 2023,5
"This company is giving me a good deal, and I'm happy talking with Tracey.Thank you for your help, Tracey.",05 décembre 2023,5
I was offered more through them than any other place I had reach out to. The process was simple and easy peasy. I'm glad that I was able to get my vehicle out of my driveway and the tow company was able to come pick it up the same day I had spoke with them about scheduling a pick up date and time.,07 décembre 2023,5
Great price and great customer service,06 décembre 2023,5
"Fast response, fair price for the car. I was able to set the appointment with the tow truck driver myself when wife and I were both available. Check issued on the spot and bill of sale next business day",06 décembre 2023,5
The transaction was super easy and my money was delivered in cash I love that,05 décembre 2023,5
"Eddison from Car Brain was great at helping me get my car sold fast and efficiently, would sell here again!",05 décembre 2023,5
"Was easy, and no back and forth. Very helpful and patient staff cos I needed to reschedule the pick up couple of times.",28 novembre 2023,5
Car Brain paid the most for my junk car out of any place available and they made the process as easy as possible.,03 décembre 2023,5
I will definitely use Car Brain again in the future. Orlin Meija is a great asset to your company. He was very helpful in clearing any bumps in the process.,04 décembre 2023,5
The gentleman that came and picked up my car was nice and professional,22 novembre 2023,5
"We were very satisfied with our experience. Our vehicle needed a new engine and to repair it was going to cost more than the car was worth. After looking at other alternatives CarBrain offered us significantly more money than anyone else. Jorge was very helpful, accessible and was quick in responding to our questions. The entire experience was easy. We would highly recommend CarBrain to anyone.",25 novembre 2023,4
Representative was very helpful and knowledgeable in selling my old car,22 novembre 2023,5
"i had a 2009 lexus rx350 with engine issues. Car was at a shop. I scheduled the pickup, met the tow truck at the shop, exchanged title for check. Check did clear, so  i would say carbrain is legit. everything happened start to finish in a week.",22 novembre 2023,5
It was a fast and straight forward experience. Results were good. Everyone was courteous.,01 décembre 2023,5
Great experience. Site was easy to maneuver and John was very responsive. Quote was competitive and the pick up was easy.,01 décembre 2023,5
Bill and CarBrain were terrific! My car was not running and CarBrain gave me a very fair price for it. Higher than CarMax or my local dealer quoted. Everyone that works here was always very friendly and helpful and it was a very smooth and enjoyable transition process. I highly recommend CarBrain!,01 décembre 2023,5
"We were able to negotiate the price that CarBrain would pay me for my vehicle.  Having the title and waiting for the towing company to get it was very much timely as discussed with CarBrain.  The driver called his boss to make sure that they could accept the, because there was no where for me to sign off on it.  Being from Ohio that's just the way they make their titles.  The lady who the driver called verified that my title would suffice and my car was soon on the flatbed being carted off.  I was paid in cash and not charged for the tow. This is the second time CarBrain has done right by me.  I have a couple more cars to scrap so I will be calling them back soon.  I have to get a title for one of my cars which is coming from Mich.  I look forward toy next couple of experiences with CarBrain.  I truly and have recommended CarBrain to family, friends, church members, etc.  Love you CarBrain.  How do I become a spokesperson for this organization sign me up.",24 novembre 2023,5
"Selling my junk car was super easy, it was such a relief. Jesus Mendez was great to work with, and it was much less stressful than I thought selling a car would be.",30 novembre 2023,5
"Great experience, Jesus Mendez was very helpful and polite! The process was very easy and Jesus checked in with me throughout to make sure all went smoothly.",01 décembre 2023,5
Quick and easy process.Jesus was very responsive and kept checking in with me throughout the whole process.All questions were answered timely and I liked the professional and polite demeanor.,01 décembre 2023,5
"After two failed attempts with other places to get our car taken care of (we're out of state from it's location) Josue made every attempt to help us along with the local salvage yard they use. If we ever have a need to get another vehicle taken care of, I won't use anyone else.",01 décembre 2023,5
It was fast and easy process!Thanks again,30 novembre 2023,5
"Everything went as scheduled, and as promised. The driver was also very nice and on time. I think they all did a great job!",20 novembre 2023,5
"The team was very responsive and provided a fair quote. Once the price for the car was set, the scheduling was very easy. I even had to re-schedule to another day and they were able to accommodate that need. Tow Truck individual was very professional and honest.",23 novembre 2023,5
"Eddison was a great CSR!! Answered all my questions, and follwed up with me quickly. Overall experience was great.  I believe I got a fair price for my vehicle too.",30 novembre 2023,5
"CarBrain came through in the end, but the on-line process isn't quite as simple as they make it sound, since at each stage there were just a few more steps to take.  Basically it was--submit request, receive quote, accept quote, submit photos, receive lower quote due to minor body damage, accept quote, submit signed title, wait for a phone call from manager because title was out of state (which never came), receive lower quote 3 days later, accept quote, schedule pickup, pickup 1 day after original schedule, receive check.",14 novembre 2023,4
I didn't know what to do with my broken Jeep.I'm glad to find CarBrain.com.It was an easy and smooth process.Josue made sure every step of it.Thank you so much!,22 novembre 2023,5
"Edison was a delight to deal with. He quickly provided the best offer (by a little bit) and was extremely thorough in following up with me, even after car was picked up. The driver who picked up the car was a real pro too. Thank you!",28 novembre 2023,5
Pretty good. Fast. Trustworthy.Good communication,24 novembre 2023,5
It was a great experience dealing with professionals.  Follow up was a big key to make sure I had everything required for this sale.  All parties were pleasant and i would pass this on to family and friends.  Thank you for your service.,21 novembre 2023,4
Great UX online. Good follow up made their timeline promises,28 novembre 2023,5
Would have given 5 stars if the process was more seemless and didn't take so long. Also the offer could have been better considering the vehicle had $600 worth of new tires on it.,27 novembre 2023,5
Very helpful and came through as promised.,27 novembre 2023,4
did what you said - when you saidpick-up driver was great and a GIANTS fanworked with my scheduleThank You,27 novembre 2023,5
My experience was great! I answer the questions and they game me a good offer and I took it. The response was almost immediate and before I knew it we had already set a time and date to pick up my vehicle.  The showed up as plan took the vehicle and gave me the check as they said they would.  I didn’t have to wait. I was very pleased.,18 novembre 2023,5
My instant quote was fair and considerably higher than I got from another website.  Pickup was arranged very quickly with a local shop and the tow truck driver handed me the check on the spot.  Couldn't have gone smoother.,26 novembre 2023,5
"I sold my 2012 Explorer thru CarBrain, and was really happy with the results. Got quotes from several others, but theirs was the best. And when I uploaded pics, they upped the offer.  The web app was easy and smart, and I was able to both email and talk to their rep to go over specific questions. Great service. I would highly recommend. Thanks CB!",19 novembre 2023,5
Easy seamless transition. Great communication. Everything that was promised was done hassle-free. Car was towed away & check provided next day after accepting offer.,19 novembre 2023,5
Kevin worked with us all through out the process. We had some delays as we were out of the country. But he keep in touch with us and the whole process once we returned was smooth.,19 novembre 2023,5
"la removida fue rápida, lo único que tuve que buscar a los dueños de los carros estacionados delante mio para que se puedan llevar el carro, mi carro estaba en línea o sea uno detrás de otro",24 novembre 2023,4
Just as advertised.,24 novembre 2023,5
Selling my car to CarBrain was easy from start to finish and they offered me a very fair price !,08 novembre 2023,5
"The whole process of selling my car to CarBrain went smoothly, even better than expected.",08 novembre 2023,5
"Very easy transaction, and everyone was helpful along the way",24 novembre 2023,5
Excellent service. Thanks,23 novembre 2023,5
Second time working with CarBrain. Both transactions went smoothly. Staff at CarBrain are very professional and easy to work with. Based on my experiences I would recommend CarBrain.,16 novembre 2023,5
Amazing service from beginning to end. I used the website for most of the process.,21 novembre 2023,5
Víctor was so nice he answered all my question   That I had. I recommend to sell you car with carbrain there very professional,21 novembre 2023,5
"You guys were so great, took good care of me, awesome awesome awesome, thank you for making feel special.",22 novembre 2023,5
"Car Brain is a no-brainer. They made the whole process from start to finish super easy.  Edison was very helpful during the set-up, pick up and follow up. They're pricing was on par with other companies and I feel like I got the best deal and the best service.",22 novembre 2023,5
"The process started out seamlessly. However, despite being told multiple times the title and car were in different states and telling them we would have to mail the title no one ever told us they needed pictures of the signed title until AFTER the title was in the mail. This delayed pick up 3 days. Then on the day of pick up we had a time frame of 8-12 and the car did not get picked up until 3pm! The delays were very disappointing in a process that stared off so easily.",21 novembre 2023,5
Easy to sell old car. Know the price for car instantly. Get top paid for your old car. Scheduled for pick up the car easy and right away.Helpful staffs.,21 novembre 2023,5
Sophia was fantastic. Very easy to communicate with and everything was as promised.,20 novembre 2023,3
Went thr extra. Mile when unforseen problems came up. Pleasant people to work with!,21 novembre 2023,5
I had no problem connecting with someone to come get my car!!,20 novembre 2023,5
My experience with Carbrain was smooth as can be. They were ontime and very professional. Would do business with them again in a heartbeat.,19 novembre 2023,5
Quote was fast and reasonable and pick up was seamless,18 novembre 2023,5
They were great to work with. Told me what I needed to do. Pleasant to talk with and understood what I needed. Was very pleased with the out come. Came out to tow the car and was presented with the check all in one day. I would recommend them to anyone. Thanks for your professional service.,10 novembre 2023,5
Pretty good. Got the money. The tow truck took longer than expected. But it was quick once they got here. Thanks again,17 novembre 2023,4
Fast and easy,10 novembre 2023,5
Awesome all around experience! Great customer service and tow truck driver ! Highly recommend!,17 novembre 2023,5
"Kevin Gonzalez was a pleasure to deal with.  He was very polite, professional, and responsive.  He worked a fair price for my Honda Pilot.  I'm very happy with CarBrain and recommend them.",10 novembre 2023,5
Quick and easy. Thankful it was taken care of.,09 novembre 2023,5
Very fast and helpful communiction though mail,09 novembre 2023,5
The experience selling my car was smooth. The car was gone within 24 hours and the individuals I worked with were very professional.,03 novembre 2023,5
"Erica was with me all steps of the way, making sure I had all documents needed for the sale to scheduling the pick up. When I didn't get through to the towing company, she reached out to make sure we were connected. The pick up driver was professional and the hand off was very quick.",16 novembre 2023,4
Even with a hiccup the process was seamless. Very happy.,15 novembre 2023,5
Quick response from the team and great details around what I needed to do. I would certainly recommend to others.,07 novembre 2023,5
"Super easy and simple. People on the phone made everything as easy as could be. The scheduling was quick and hassle free. The man who towed my car was incredibly nice and very efficient, it only took 10 minutes and the car was on its way. Would 100% recommend.",15 novembre 2023,5
"They were on time, knowledgeable, polite, and helpful..",15 novembre 2023,5
What a great experience.  Good customer service! Good deals. Their gave me a good offer.,15 novembre 2023,5
"great service from website, agent       and tow company",15 novembre 2023,5
First time. It was a good experience,07 novembre 2023,4
"If you're vehicle is done for, it's a great experience",14 novembre 2023,5
"I contacted the website today to get a quote on my truck. Once completed, they called within minutes and said someone would contact me soon about picking up my vehicle. I agreed with the price, and they came out and picked up the truck.They paid me and signed the title over. Fast and easy. With excellent customer service. I know who to go to next time—car Brain.",13 novembre 2023,5
I like that this company gives you a fair price on the information you provide,13 novembre 2023,5
They were awesome! I have already told my friend about them. It was super easy with picking up my car and I was completely shocked they gave cash.,13 novembre 2023,5
"A very easy process, professional and straightforward. There was some miscommunication as far as the pick up process was concerned, but 1 call to Victor Gonzalez had it resolved quickly. Victor took complete ownership of the problem and I was just informed of the proper resolution.",27 octobre 2023,4
On time and professional. Everything was as promised. Will use them again good experience.,14 juillet 2023,5
"Easy to work with, didnt bombard me with calls and the person who came with the flatbed to pick the car up was a good guy.",05 novembre 2023,4
Very easy to sell. Good customer service,11 novembre 2023,5
What I liked is to have real customer service person talked with me on phone about the car title and procedures for the transaction.,11 novembre 2023,5
This was a quick and easy process.  Carbrain.com site was easy to navigate and reps were very responsive.  My mechanic did not think I would get as much as Carbrain offered.  Appreciate the service.,11 novembre 2023,5
"The offer that I was given was reasonable and it happened quickly. The pickup was an easy transaction, the driver was friendly and helpful in answering my question in regards to my options on ensuring that the car was released from my ownership. If I'm ever in that situation again (God forbid), I'll certainly call on Car brain again. Also, you have my referrals moving forward. Thanks again Keith",10 novembre 2023,5
The staff was friendly made it easy. They Followed up with emails & calls. I would most definitely recommend CarBrain. Thanks! Yolanda,03 novembre 2023,5
Super easy to list your vehicle and sell at your price and accept offers and quick response when accepting offer literally 3 days and car was picked up and I got paid awesome,31 octobre 2023,5
It was hard giving up my truck for 18 years but you guys made it so easyI would use you guys again and I will tell my friends and familyThankbyou,06 novembre 2023,5
The whole process was easy and straightforward. Will definitely recommend.,09 novembre 2023,5
"Quick and consistent response via text and phone. They were willing to answer all my questions, some multiple times and ease any concerns I had. The driver was great made the process simple too.",08 novembre 2023,5
I was very happy to receive phone calls keeping me updated with carrier arrival time without attitude. I felt it was a all around good experience and I would use your company again as well as I will definitely pass your name on. Everyone I delt with was nice as well as the carrier that came and picked up the truck. Hope this was helpful,24 octobre 2023,5
Eddison was very helpful and super nice thru the process. I was waiting for the tow truck and when I wanted to get an ETA she was fast and super friendly. Tow truck driver was also very nice and knew what he was doing.,08 novembre 2023,5
Easy and honest from start to finish. Pickup was fast and accurate.  Done in 5 minutes as long as you are prepped for the deal.  Paid and out the door.  Thanks CarBrain!!,04 novembre 2023,5
The question was easy to answer they talk me through everything I love they energy it was fast and simple.,07 novembre 2023,5
My rep was very helpful & made the process so easy!  I texted pics of my vehicle along with a signed title and received the highest offer compared to others.,05 novembre 2023,5
Great hassle free experience. Thanks CarBrain for helping me sell my car!,06 novembre 2023,5
"Edvin was quick to respond and listened to me. Transaction was quick, courteous and easy. Would 100% use Carbrain again. Thank you Edvin and Carbrain.",03 novembre 2023,5
The customer service person was knowledgeable and polite.Their offer for my vehicle was fair and the communication with me by phone and email was very helpful.Also the tow truck driver that came out to pick up the vehicle was on time and very courteous. I was impressed and satisfied with their exceptional service.,06 novembre 2023,5
The whole experience was pretty straight forward and simple. No issues at all.,06 novembre 2023,5
"Great service, fast, sold 2 of my old vehicles and overall just amazing work by the staff!",05 novembre 2023,5
"I was supposed to get $470 for my vehicle, but when they came to pick up the car he told me some nonsense that the cars catalytic converter was 'universal' so they would only give me $275 for the car. The catalytic converter alone is worth more than $470! I didn't have the time to argue and needed to get this done so I took the $275. I'll never use your service again and I'll warn everyone I know to avoid you scammers.",29 octobre 2023,5
"Most of my communication regarding the sale of my car was via email, and i was impressed with the quick and helpful answers I was getting from CarBrain. Thank you for the great service guys.",04 novembre 2023,5
offwe was sent quickly and everything moved smoothly. The check I received was the expected amount. Customer service responded quickly.,03 novembre 2023,1
I just wanted to confirm that I had an excellent experience selling my Truck to the Car BrainThey were completely transparent and easy to work with and their offer was a fair market price. Apart from that the check they provided was a verifiable check through a legitimate independent website and from a local bank. I highly recommend their service if you wish to sell your vehicle quickly with no hassles.,05 novembre 2023,5
It was very easy to get a quote. Scheduling and pick up went very smooth.,03 novembre 2023,5
Communication was quick and reliable throughout the process.,03 novembre 2023,5
CarBrain and Sophia was great dealing with start to finish,04 novembre 2023,5
They were efficient and timely for the pick up of the vehicle.,03 novembre 2023,5
The ease of the online quote and chat with the agent was informative and showed concern for my questions. A technician also called to speak to me to address any concerns personally.,02 novembre 2023,5
"First time user. I’ve never thought about a service like this until my car broke down because the engine locked up. The service though is completely virtual is very straight forward. Kudos to the Copart driver (tow company) he came back so I was able to retrieve some items from the car sold to Carbrain. Overall the entire quote, agreement and pick up was a good experience.",02 novembre 2023,5
Got a firm quote in 2 minutes.No one else even close.Followed up with me til completion.I couldn’t be happier.,02 novembre 2023,5
My experiance is very great ful,01 novembre 2023,5
Great communication and follow up.  Smooth transaction.,04 novembre 2022,5
"Great communication, smooth and easy process!",02 novembre 2023,5
My car had died and I was in a panic about what to do with it.I went on line to find information about salvage and found CarBrain.I was very glad I did they helped me get something out of my disaster.,27 octobre 2023,5
Great service. Kevin was very professional and responsive.,27 octobre 2023,5
I was wondering what to do with old car and found carbrain it was quick and easy. A good experience.,02 novembre 2023,4
Great communications and it was a very smooth process.,26 octobre 2023,5
Check would not go through in my bank deposit.,10 octobre 2023,5
"I went out line to fill out their form to sell my deceased father's clunker.  They made and offer which I accepted.  When we spoke in person they said they could not offer the price we agreed to.  We were scheduling the pick up.  It appears as though their operation is 'give a great price then do the bait and switch and say the price was reduced, but they can still come out and buy it for the lower price.  It was more than a 10% price reduction.  That's not a small reduction.  Stay away.  A lot of wasted time.  They are not worth it.  Found another place that offered more than original.  Would never do business with CarBrain.UPDATE:  A manager contacted me shortly after my review and agreed to honor the original price.  They provided an explanation that I accepted, but I found another company to purchase the car.  They tried to make the best of a bad situation.  So I will withdraw my 1star review and give them a 3-4 star for their effort and willingness to correct the problem they created.",02 novembre 2023,2
"From going online and finding the best price with you to the final pick up, every step of the way was easy, convenient, and efficient.  Every person I had contact with was helpful and ever so nice!  Thank you to all of you!  I will definitely recommend you to anyone selling a vehicle.  And will check in when I am ready to buy something!",31 octobre 2023,4
CarBrain was so easy to do business with! I was concerned it was “too good to be true” but it wasn’t! The process was seamless from start to finish.,24 octobre 2023,5
"Everything went smooth, and extremely professional.",01 novembre 2023,5
Great communication and easy process. They were super speedy and picked it up same day.,01 novembre 2023,5
"Carbrain.com quoted me a specific amount for my junk car before the tow truck driver ever showed up, unlike another company which stated a range allowing the tow truck driver to low ball the offer after he showed up. Carbrain, on the other hand was transparent in their offer at the very beginning and honored it. Jesus Mendez, with Carbrain, answered all my questions and did great follow up both during and at the conclusion of the sale. I highly recommend Carbrain as a reputable company when you have a junk car to sell.",25 octobre 2023,4
"Helpful, reliable, trustworthy",25 octobre 2023,5
working with customer service reprehensive was very helpful and easy.,24 octobre 2023,5
"I would give ZERO stars if it let me. I had a HORRIBLE experience with this company CAR BRAIN and SOOWYS the company that issued me the BAD check and towed my car away.  Basically they lied all along that this wasn't a SCAM. IT IS A SCAM. The check they wrote me BOUNCED! This was a HORRIBLE DISASTER I spent many days on the phone and I took off work to meet them when they were going to pay me, which they never showed up.  It is a criminal offensive to willing write a BAD CHECK. In the end I did get my money CASH 5 DAYS LATER.  They should have just paid with CASH when they towed my vehicle away.  After all this running around and stress I WOULD HAVE DONE THIS TOTALLY DIFFERENT HAD I KNOWN THEY WERE GOING TO RIP ME OFF.  Donate your car would be a SMARTER CHOICE. These companies should be ASHAMED OF THEMSELVES.  THEY ARE THIEFTS. DON'T USE THESE COMPANIES THEY ARE LIARS.",31 octobre 2023,5
My experience was excellent! Everyone I had contact with was prof but friendly and supportive,12 octobre 2023,1
"Things went smoothly, great service.",31 octobre 2023,5
this company is going to be good job .its works honestly loality .,17 octobre 2023,5
Carlos what I felt from him very sincere about his work good spirited guy good vibe excellent customer service     fast service one day talk him about sell my car next day I received a call tow truck to pick up my car,31 octobre 2023,5
Great experience. CarBrain made an offer to buy my car which was beyond my budget to repair. They offered me more than other companies. They told me a tow truck would come to pick up my car and give me a check. I was a little nervous at first but after reading reviews of CarBrain I felt glad about this arrangement. I spoke with Bill Fonseca at CarBrain and we scheduled the pickup. The tow truck driver was respectful and helpful and handed me a check. What a great business!  My experience was excellent and I would recommend CarBrain to anyone in need of their services!,24 octobre 2023,5
"The process was very fast. Very simple. Once I determined which route I wanted to go ( Immediate offer vs. Setting an Asking Price) within minutes of confirming, I received a call about next steps and scheduling a pick-up. The tow service was prompt and courteous and respectful of our property. Paid the expected amount.",23 octobre 2023,5
"Very helpful, answered all my questions. Communication was astounding. I would recommend them to anyone who’s looking to sell their old car or truck.",28 octobre 2023,5
"Great experience, Jorge is a great guy, very professional with an amazing customer service attitude. Definitely will recommend CarBrain.",29 octobre 2023,5
Selling my used SUV with a seized engine to CarBrain was quick and easy. I was skeptical at first. But I received a fair price for my car and CarBrain made the process easy and quickly answered all questions.,29 octobre 2023,5
A fair price for my truck; an easy process to arrange pickup and payment on the spot,28 octobre 2023,5
